Row_Id,Order Date,Year,Month,Ship Date,Delivery Time,Ship Mode,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2134,11/30/2012,2012,Nov,12/4/2012,4,Standard Class,William Brown,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,$152.99 ,3,70.00%,($122.39)
2135,11/30/2012,2012,Nov,12/4/2012,4,Standard Class,William Brown,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,$10.58 ,7,20.00%,($2.38)
2136,11/30/2012,2012,Nov,12/4/2012,4,Standard Class,William Brown,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,$94.92 ,4,40.00%,$15.82 
2137,12/31/2012,2012,Dec,1/5/2013,5,Standard Class,Trudy Brown,Consumer,United States,Grand Prairie,Texas,Central,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",$14.76 ,5,60.00%,($11.44)
2138,12/31/2012,2012,Dec,1/5/2013,5,Standard Class,Trudy Brown,Consumer,United States,Grand Prairie,Texas,Central,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,$3.66 ,4,80.00%,($5.85)
2139,11/17/2014,2014,Nov,11/17/2014,0,Same Day,Christy Brittain,Consumer,United States,New York City,New York,East,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,$146.82 ,3,0.00%,$73.41 
2140,6/6/2011,2011,Jun,6/11/2011,5,Standard Class,Grant Thornton,Corporate,United States,Long Beach,New York,East,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,$149.54 ,9,20.00%,$50.47 
2141,6/6/2011,2011,Jun,6/11/2011,5,Standard Class,Grant Thornton,Corporate,United States,Long Beach,New York,East,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,$17.14 ,2,0.00%,$4.46 
2142,6/6/2011,2011,Jun,6/11/2011,5,Standard Class,Grant Thornton,Corporate,United States,Long Beach,New York,East,Furniture,Tables,Chromcraft Bull-Nose Wood 48" x 96" Rectangular Conference Tables,$991.76 ,3,40.00%,($347.12)
2143,9/2/2013,2013,Sep,9/6/2013,4,Standard Class,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",$30.48 ,6,20.00%,$9.91 
2144,9/2/2013,2013,Sep,9/6/2013,4,Standard Class,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,$23.99 ,2,40.00%,($4.80)
2145,9/2/2013,2013,Sep,9/6/2013,4,Standard Class,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,Staples,$16.69 ,7,20.00%,$5.42 
2146,6/26/2013,2013,Jun,6/30/2013,4,Standard Class,Theresa Swint,Corporate,United States,York,Pennsylvania,East,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",$422.06 ,3,30.00%,($18.09)
2147,6/26/2013,2013,Jun,6/30/2013,4,Standard Class,Theresa Swint,Corporate,United States,York,Pennsylvania,East,Office Supplies,Binders,GBC Wire Binding Strips,$38.09 ,4,70.00%,($27.93)
2148,6/26/2013,2013,Jun,6/30/2013,4,Standard Class,Theresa Swint,Corporate,United States,York,Pennsylvania,East,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",$254.35 ,6,20.00%,($50.87)
2149,12/12/2011,2011,Dec,12/17/2011,5,Standard Class,William Brown,Consumer,United States,Concord,California,West,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,$43.31 ,1,0.00%,$4.33 
2150,4/1/2014,2014,Apr,4/6/2014,5,Standard Class,Denny Ordway,Consumer,United States,New York City,New York,East,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,$84.95 ,5,0.00%,$22.09 
2151,11/20/2014,2014,Nov,11/27/2014,7,Standard Class,Art Ferguson,Consumer,United States,College Station,Texas,Central,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,$233.06 ,3,30.00%,($53.27)
2152,11/24/2011,2011,Nov,11/29/2011,5,Second Class,Richard Bierner,Consumer,United States,Saint Louis,Missouri,Central,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,$111.79 ,7,0.00%,$43.60 
2153,11/22/2012,2012,Nov,11/26/2012,4,Standard Class,Andy Reiter,Consumer,United States,Quincy,Massachusetts,East,Office Supplies,Paper,Xerox 1970,$14.94 ,3,0.00%,$7.02 
2154,7/15/2013,2013,Jul,7/19/2013,4,Standard Class,Dan Reichenbach,Corporate,United States,New York City,New York,East,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,$14.16 ,2,20.00%,$5.13 
2155,5/1/2013,2013,May,5/6/2013,5,Standard Class,Ben Ferrer,Home Office,United States,Dallas,Texas,Central,Furniture,Furnishings,Flat Face Poster Frame,$22.61 ,3,60.00%,($10.17)
2156,7/26/2013,2013,Jul,7/28/2013,2,Second Class,Larry Blacks,Consumer,United States,Los Angeles,California,West,Office Supplies,Fasteners,OIC Binder Clips,$21.48 ,6,0.00%,$10.74 
2157,6/22/2011,2011,Jun,6/24/2011,2,First Class,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,Central,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,$501.81 ,3,0.00%,$0.00 
2158,6/22/2011,2011,Jun,6/24/2011,2,First Class,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,Central,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,$161.94 ,3,0.00%,$9.72 
2159,10/22/2014,2014,Oct,10/27/2014,5,Standard Class,Neil Knudson,Home Office,United States,Deltona,Florida,South,Office Supplies,Art,Newell 33,$17.86 ,4,20.00%,$2.01 
2160,9/4/2013,2013,Sep,9/10/2013,6,Standard Class,Carlos Soltero,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",$8.81 ,3,80.00%,($14.97)
2161,5/15/2013,2013,May,5/15/2013,0,Same Day,Logan Haushalter,Consumer,United States,Cincinnati,Ohio,East,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",$79.38 ,1,20.00%,$29.77 
2162,1/7/2013,2013,Jan,1/12/2013,5,Standard Class,Dianna Wilson,Home Office,United States,Oakland,California,West,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,$34.58 ,1,0.00%,$10.03 
2163,3/14/2014,2014,Mar,3/20/2014,6,Standard Class,Karen Ferguson,Home Office,United States,Manteca,California,West,Office Supplies,Paper,Multicolor Computer Printout Paper,$314.55 ,3,0.00%,$150.98 
2164,10/14/2013,2013,Oct,10/20/2013,6,Standard Class,Helen Andreada,Consumer,United States,Laredo,Texas,Central,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,$191.98 ,3,20.00%,$24.00 
2165,10/14/2013,2013,Oct,10/20/2013,6,Standard Class,Helen Andreada,Consumer,United States,Laredo,Texas,Central,Office Supplies,Paper,Array Memo Cubes,$8.29 ,2,20.00%,$3.00 
2166,10/14/2013,2013,Oct,10/20/2013,6,Standard Class,Helen Andreada,Consumer,United States,Laredo,Texas,Central,Furniture,Furnishings,Tenex "The Solids" Textured Chair Mats,$139.92 ,5,60.00%,($150.41)
2167,10/14/2013,2013,Oct,10/20/2013,6,Standard Class,Helen Andreada,Consumer,United States,Laredo,Texas,Central,Office Supplies,Art,Newell 334,$15.87 ,1,20.00%,$1.19 
2168,10/14/2013,2013,Oct,10/20/2013,6,Standard Class,Helen Andreada,Consumer,United States,Laredo,Texas,Central,Office Supplies,Binders,Avery Non-Stick Binders,$6.29 ,7,80.00%,($11.00)
2169,1/28/2014,2014,Jan,1/31/2014,3,Second Class,John Huston,Consumer,United States,Kent,Ohio,East,Office Supplies,Art,Newell 312,$14.02 ,3,20.00%,$1.75 
2170,1/28/2014,2014,Jan,1/31/2014,3,Second Class,John Huston,Consumer,United States,Kent,Ohio,East,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,$71.98 ,3,20.00%,($9.00)
2171,1/28/2014,2014,Jan,1/31/2014,3,Second Class,John Huston,Consumer,United States,Kent,Ohio,East,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,$107.98 ,3,40.00%,($27.00)
2172,11/20/2014,2014,Nov,11/26/2014,6,Standard Class,Linda Cazamias,Corporate,United States,San Angelo,Texas,Central,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",$305.31 ,2,30.00%,($8.72)
2173,8/1/2011,2011,Aug,8/3/2011,2,First Class,Ivan Liston,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,$19.75 ,3,20.00%,$6.91 
2174,7/31/2013,2013,Jul,8/5/2013,5,Standard Class,Lindsay Shagiari,Home Office,United States,Houston,Texas,Central,Office Supplies,Binders,GBC VeloBind Cover Sets,$9.26 ,3,80.00%,($13.90)
2175,7/30/2012,2012,Jul,8/3/2012,4,Second Class,Corey Catlett,Corporate,United States,Houston,Texas,Central,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,$61.79 ,4,20.00%,$6.18 
2176,10/16/2013,2013,Oct,10/22/2013,6,Standard Class,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,West,Office Supplies,Paper,Xerox 1982,$45.68 ,2,0.00%,$21.01 
2177,10/16/2013,2013,Oct,10/22/2013,6,Standard Class,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,West,Office Supplies,Paper,Xerox 1986,$60.12 ,9,0.00%,$28.86 
2178,10/16/2013,2013,Oct,10/22/2013,6,Standard Class,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,West,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",$41.72 ,5,20.00%,$13.04 
2179,10/16/2013,2013,Oct,10/22/2013,6,Standard Class,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,West,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",$71.60 ,8,0.00%,$32.94 
2180,5/8/2013,2013,May,5/12/2013,4,Standard Class,Caroline Jumper,Consumer,United States,New York City,New York,East,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",$85.23 ,7,20.00%,$30.90 
2181,5/8/2013,2013,May,5/12/2013,4,Standard Class,Caroline Jumper,Consumer,United States,New York City,New York,East,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,$44.40 ,3,0.00%,$22.20 
2182,5/8/2013,2013,May,5/12/2013,4,Standard Class,Caroline Jumper,Consumer,United States,New York City,New York,East,Furniture,Chairs,Hon Mobius Operator's Chair,$442.76 ,4,10.00%,$59.04 
2183,5/8/2013,2013,May,5/12/2013,4,Standard Class,Caroline Jumper,Consumer,United States,New York City,New York,East,Technology,Machines,Bady BDG101FRU Card Printer,"$3,999.95 ",5,0.00%,"$1,159.99 "
2184,5/8/2013,2013,May,5/12/2013,4,Standard Class,Caroline Jumper,Consumer,United States,New York City,New York,East,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,$199.95 ,5,0.00%,$21.99 
2185,5/8/2013,2013,May,5/12/2013,4,Standard Class,Caroline Jumper,Consumer,United States,New York City,New York,East,Furniture,Furnishings,Staples,$63.68 ,8,0.00%,$28.02 
2186,8/2/2014,2014,Aug,8/5/2014,3,Second Class,Heather Kirkland,Corporate,United States,Salinas,California,West,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,$54.90 ,2,20.00%,$18.53 
2187,7/15/2013,2013,Jul,7/15/2013,0,Same Day,Rob Haberlin,Consumer,United States,Huntsville,Alabama,South,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,$29.00 ,2,0.00%,$7.25 
2188,8/11/2014,2014,Aug,8/16/2014,5,Standard Class,Ivan Liston,Consumer,United States,Columbus,Indiana,Central,Office Supplies,Envelopes,Staples,$70.08 ,6,0.00%,$35.04 
2189,8/11/2014,2014,Aug,8/16/2014,5,Standard Class,Ivan Liston,Consumer,United States,Columbus,Indiana,Central,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",$121.30 ,2,0.00%,$25.47 
2190,8/11/2014,2014,Aug,8/16/2014,5,Standard Class,Ivan Liston,Consumer,United States,Columbus,Indiana,Central,Technology,Phones,Aastra 57i VoIP phone,"$1,454.49 ",9,0.00%,$378.17 
2191,6/26/2013,2013,Jun,6/30/2013,4,Standard Class,Alan Shonely,Consumer,United States,Los Angeles,California,West,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,$60.81 ,3,0.00%,$17.03 
2192,12/11/2013,2013,Dec,12/18/2013,7,Standard Class,Arthur Prichep,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,$153.55 ,3,20.00%,$51.82 
2193,12/11/2013,2013,Dec,12/18/2013,7,Standard Class,Arthur Prichep,Consumer,United States,Seattle,Washington,West,Office Supplies,Appliances,Holmes HEPA Air Purifier,$65.34 ,3,0.00%,$22.87 
2194,12/11/2013,2013,Dec,12/18/2013,7,Standard Class,Arthur Prichep,Consumer,United States,Seattle,Washington,West,Office Supplies,Paper,Xerox 1988,$123.92 ,4,0.00%,$55.76 
2195,12/11/2013,2013,Dec,12/18/2013,7,Standard Class,Arthur Prichep,Consumer,United States,Seattle,Washington,West,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,$35.10 ,3,0.00%,$12.29 
2196,12/11/2013,2013,Dec,12/18/2013,7,Standard Class,Arthur Prichep,Consumer,United States,Seattle,Washington,West,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,$44.75 ,5,0.00%,$8.50 
2197,12/2/2013,2013,Dec,12/7/2013,5,Standard Class,Allen Goldenen,Consumer,United States,Knoxville,Tennessee,South,Office Supplies,Art,Newell 343,$4.70 ,2,20.00%,$0.41 
2198,11/28/2011,2011,Nov,12/4/2011,6,Standard Class,Bart Folk,Consumer,United States,Montgomery,Alabama,South,Office Supplies,Art,Newell 331,$14.67 ,3,0.00%,$3.96 
2199,3/28/2012,2012,Mar,4/2/2012,5,Standard Class,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1999,$15.55 ,3,20.00%,$5.44 
2200,3/28/2012,2012,Mar,4/2/2012,5,Standard Class,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,$5.23 ,1,20.00%,$1.70 
2201,6/1/2011,2011,Jun,6/6/2011,5,Standard Class,Liz Thompson,Consumer,United States,Little Rock,Arkansas,South,Furniture,Furnishings,3M Hangers With Command Adhesive,$22.20 ,6,0.00%,$9.10 
2202,6/1/2011,2011,Jun,6/6/2011,5,Standard Class,Liz Thompson,Consumer,United States,Little Rock,Arkansas,South,Technology,Phones,Adtran 1202752G1,$881.93 ,7,0.00%,$229.30 
2203,9/6/2012,2012,Sep,9/12/2012,6,Standard Class,Beth Thompson,Home Office,United States,Seattle,Washington,West,Office Supplies,Binders,Acco Hanging Data Binders,$6.10 ,2,20.00%,$2.13 
2204,9/6/2012,2012,Sep,9/12/2012,6,Standard Class,Beth Thompson,Home Office,United States,Seattle,Washington,West,Furniture,Furnishings,Howard Miller 16" Diameter Gallery Wall Clock,$191.82 ,3,0.00%,$74.81 
2205,6/29/2012,2012,Jun,7/5/2012,6,Standard Class,Steven Cartwright,Consumer,United States,Lancaster,Pennsylvania,East,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",$20.10 ,1,20.00%,$1.76 
2206,9/11/2013,2013,Sep,9/13/2013,2,Second Class,Catherine Glotzbach,Home Office,United States,Bristol,Tennessee,South,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",$67.56 ,3,20.00%,$8.45 
2207,7/14/2011,2011,Jul,7/20/2011,6,Standard Class,Arthur Wiediger,Home Office,United States,Aurora,Illinois,Central,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,$29.93 ,7,80.00%,($46.39)
2208,7/14/2011,2011,Jul,7/20/2011,6,Standard Class,Arthur Wiediger,Home Office,United States,Aurora,Illinois,Central,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,$38.27 ,4,20.00%,$3.83 
2209,8/22/2012,2012,Aug,8/26/2012,4,Standard Class,Roger Barcio,Home Office,United States,New York City,New York,East,Office Supplies,Art,Newell Chalk Holder,$16.52 ,4,0.00%,$7.60 
2210,11/14/2011,2011,Nov,11/16/2011,2,Second Class,Maris LaWare,Consumer,United States,Fairfield,Connecticut,East,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,$832.93 ,7,0.00%,$233.22 
2211,11/14/2011,2011,Nov,11/16/2011,2,Second Class,Maris LaWare,Consumer,United States,Fairfield,Connecticut,East,Office Supplies,Binders,Acco 3-Hole Punch,$43.80 ,10,0.00%,$21.02 
2212,11/28/2013,2013,Nov,12/1/2013,3,First Class,Victoria Brennan,Corporate,United States,Lincoln Park,Michigan,Central,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,$167.29 ,6,10.00%,$29.74 
2213,11/22/2014,2014,Nov,11/26/2014,4,Standard Class,Scott Williamson,Consumer,United States,New York City,New York,East,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,$27.42 ,1,0.00%,$11.24 
2214,10/2/2014,2014,Oct,10/3/2014,1,First Class,Neola Schneider,Consumer,United States,San Jose,California,West,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,$1.44 ,1,20.00%,$0.50 
2215,10/2/2014,2014,Oct,10/3/2014,1,First Class,Neola Schneider,Consumer,United States,San Jose,California,West,Office Supplies,Binders,Storex Dura Pro Binders,$61.78 ,13,20.00%,$20.85 
2216,10/2/2014,2014,Oct,10/3/2014,1,First Class,Neola Schneider,Consumer,United States,San Jose,California,West,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",$241.96 ,2,0.00%,$60.49 
2217,10/2/2014,2014,Oct,10/3/2014,1,First Class,Neola Schneider,Consumer,United States,San Jose,California,West,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",$108.61 ,4,20.00%,$9.50 
2218,9/20/2011,2011,Sep,9/25/2011,5,Standard Class,Dorothy Badders,Corporate,United States,Jacksonville,Florida,South,Office Supplies,Art,Nontoxic Chalk,$2.82 ,2,20.00%,$0.99 
2219,7/29/2014,2014,Jul,8/2/2014,4,Standard Class,Matt Hagelstein,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,Zipper Ring Binder Pockets,$9.98 ,4,20.00%,$3.62 
2220,7/29/2014,2014,Jul,8/2/2014,4,Standard Class,Matt Hagelstein,Corporate,United States,San Francisco,California,West,Office Supplies,Storage,Super Decoflex Portable Personal File,$14.98 ,1,0.00%,$4.19 
2221,7/29/2014,2014,Jul,8/2/2014,4,Standard Class,Matt Hagelstein,Corporate,United States,San Francisco,California,West,Technology,Phones,Wilson Electronics DB Pro Signal Booster,"$1,145.60 ",4,20.00%,$100.24 
2222,12/6/2012,2012,Dec,12/6/2012,0,Same Day,Dennis Kane,Consumer,United States,Marion,Ohio,East,Technology,Phones,Polycom SoundStation2 EX Conference phone,$485.94 ,2,40.00%,($89.09)
2223,12/6/2012,2012,Dec,12/6/2012,0,Same Day,Dennis Kane,Consumer,United States,Marion,Ohio,East,Office Supplies,Art,Newell 312,$37.38 ,8,20.00%,$4.67 
2224,12/6/2012,2012,Dec,12/6/2012,0,Same Day,Dennis Kane,Consumer,United States,Marion,Ohio,East,Furniture,Chairs,Global Low Back Tilter Chair,$70.69 ,1,30.00%,($24.24)
2225,8/1/2014,2014,Aug,8/6/2014,5,Standard Class,Erin Ashbrook,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1991,$54.82 ,3,20.00%,$17.82 
2226,3/20/2013,2013,Mar,3/22/2013,2,Second Class,Bobby Trafton,Consumer,United States,Littleton,Colorado,West,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",$72.29 ,1,70.00%,($98.80)
2227,7/30/2014,2014,Jul,8/4/2014,5,Standard Class,Laura Armstrong,Corporate,United States,Austin,Texas,Central,Office Supplies,Fasteners,Assorted Color Push Pins,$2.90 ,2,20.00%,$0.47 
2228,7/30/2014,2014,Jul,8/4/2014,5,Standard Class,Laura Armstrong,Corporate,United States,Austin,Texas,Central,Technology,Phones,Cisco SPA301,$124.79 ,1,20.00%,$15.60 
2229,10/2/2013,2013,Oct,10/6/2013,4,Standard Class,Greg Matthias,Consumer,United States,New York City,New York,East,Furniture,Tables,Chromcraft Bull-Nose Wood 48" x 96" Rectangular Conference Tables,$330.59 ,1,40.00%,($115.71)
2230,3/31/2011,2011,Mar,4/5/2011,5,Standard Class,Alex Avila,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,$673.57 ,2,20.00%,$252.59 
2231,3/31/2011,2011,Mar,4/5/2011,5,Standard Class,Alex Avila,Consumer,United States,San Francisco,California,West,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,$52.98 ,2,0.00%,$14.83 
2232,6/27/2014,2014,Jun,7/2/2014,5,Standard Class,Denny Blanton,Consumer,United States,La Porte,Indiana,Central,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,$526.45 ,5,0.00%,$31.59 
2233,7/10/2014,2014,Jul,7/15/2014,5,Standard Class,John Huston,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,$228.92 ,5,20.00%,$14.31 
2234,12/14/2012,2012,Dec,12/16/2012,2,Second Class,Doug Jacobs,Consumer,United States,Portland,Oregon,West,Technology,Phones,HTC One,$319.97 ,4,20.00%,$36.00 
2235,12/6/2014,2014,Dec,12/11/2014,5,Standard Class,Quincy Jones,Corporate,United States,Burlington,Vermont,East,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,$205.03 ,7,0.00%,$67.66 
2236,9/15/2012,2012,Sep,9/17/2012,2,Second Class,Carol Triggs,Consumer,United States,Indianapolis,Indiana,Central,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,$190.86 ,2,0.00%,$11.45 
2237,9/15/2012,2012,Sep,9/17/2012,2,Second Class,Carol Triggs,Consumer,United States,Indianapolis,Indiana,Central,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,$24.32 ,8,0.00%,$8.27 
2238,7/16/2013,2013,Jul,7/22/2013,6,Standard Class,Rick Huthwaite,Home Office,United States,Provo,Utah,West,Office Supplies,Supplies,Fiskars Home & Office Scissors,$44.40 ,5,0.00%,$12.43 
2239,4/21/2014,2014,Apr,4/27/2014,6,Standard Class,Sanjit Jacobs,Home Office,United States,Chicago,Illinois,Central,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,$44.40 ,2,60.00%,($52.17)
2240,11/16/2013,2013,Nov,11/18/2013,2,Second Class,Toby Gnade,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,"$1,016.79 ",1,20.00%,$381.30 
2241,11/16/2013,2013,Nov,11/18/2013,2,Second Class,Toby Gnade,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,$38.14 ,7,20.00%,$13.35 
2242,11/27/2013,2013,Nov,12/2/2013,5,Standard Class,Carol Triggs,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,Mitel MiVoice 5330e IP Phone,$494.98 ,3,40.00%,($115.50)
2243,11/22/2014,2014,Nov,11/26/2014,4,Standard Class,Barry Franz,Home Office,United States,Pasadena,California,West,Office Supplies,Storage,Eldon Portable Mobile Manager,$56.56 ,2,0.00%,$15.27 
2244,11/22/2014,2014,Nov,11/26/2014,4,Standard Class,Barry Franz,Home Office,United States,Pasadena,California,West,Office Supplies,Art,Newell 344,$5.56 ,2,0.00%,$1.45 
2245,11/22/2014,2014,Nov,11/26/2014,4,Standard Class,Barry Franz,Home Office,United States,Pasadena,California,West,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,$9.02 ,2,0.00%,$3.52 
2246,11/22/2014,2014,Nov,11/26/2014,4,Standard Class,Barry Franz,Home Office,United States,Pasadena,California,West,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",$8.62 ,1,0.00%,$2.24 
2247,11/22/2014,2014,Nov,11/26/2014,4,Standard Class,Barry Franz,Home Office,United States,Pasadena,California,West,Technology,Phones,Mitel MiVoice 5330e IP Phone,$659.98 ,3,20.00%,$49.50 
2248,2/15/2012,2012,Feb,2/18/2012,3,Second Class,Justin MacKendrick,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1959,$13.36 ,2,0.00%,$6.41 
2249,2/15/2012,2012,Feb,2/18/2012,3,Second Class,Justin MacKendrick,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",$41.72 ,5,20.00%,$13.04 
2250,2/15/2012,2012,Feb,2/18/2012,3,Second Class,Justin MacKendrick,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,Avery Durable Binders,$11.52 ,5,20.00%,$4.18 
2251,2/15/2012,2012,Feb,2/18/2012,3,Second Class,Justin MacKendrick,Consumer,United States,Los Angeles,California,West,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,$541.44 ,6,0.00%,$157.02 
2252,2/15/2012,2012,Feb,2/18/2012,3,Second Class,Justin MacKendrick,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 22,$19.44 ,3,0.00%,$9.33 
2253,4/16/2013,2013,Apr,4/18/2013,2,Second Class,Julie Kriz,Home Office,United States,San Diego,California,West,Office Supplies,Paper,Xerox 1911,$143.70 ,3,0.00%,$68.98 
2254,9/28/2012,2012,Sep,10/1/2012,3,First Class,Henry Goldwyn,Corporate,United States,San Francisco,California,West,Office Supplies,Appliances,Holmes Odor Grabber,$43.26 ,3,0.00%,$14.28 
2255,9/28/2012,2012,Sep,10/1/2012,3,First Class,Henry Goldwyn,Corporate,United States,San Francisco,California,West,Office Supplies,Appliances,Holmes HEPA Air Purifier,$43.56 ,2,0.00%,$15.25 
2256,9/18/2013,2013,Sep,9/23/2013,5,Standard Class,Laura Armstrong,Corporate,United States,Bangor,Maine,East,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,$437.85 ,3,0.00%,$131.36 
2257,9/18/2013,2013,Sep,9/23/2013,5,Standard Class,Laura Armstrong,Corporate,United States,Bangor,Maine,East,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",$109.48 ,2,0.00%,$33.94 
